session,driver_number,lap_number,lap_time,tire_compound,tire_age_at_start,track_temperature,air_temperature,wind_speed,humidity,pressure
Practice 1,16,20,118.684,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,18,431.273,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,16,100.24,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,13,94.657,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,15,99.955,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,21,118.242,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,18,607.1,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,19,131.829,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,20,423.335,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,17,97.839,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,18,94.568,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,17,99.81,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,16,99.189,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,17,99.779,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,19,100.71,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,14,134.786,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,18,337.002,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,16,99.44,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,19,486.029,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,22,97.823,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,18,97.986,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,19,99.394,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,16,824.728,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,19,112.59,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,21,100.098,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,20,96.741,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,18,100.054,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,17,100.133,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,18,99.585,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,20,100.774,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,16,514.116,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,19,98.396,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,17,99.239,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,23,97.391,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,19,98.104,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,20,99.827,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,20,100.405,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,22,100.841,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,21,149.201,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,19,653.289,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,20,98.745,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,19,101.414,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,17,100.269,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,18,100.157,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,19,440.865,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,19,101.162,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,15,157.51,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,21,308.52,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,21,107.155,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,20,102.986,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,18,108.517,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,17,100.43,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,24,99.244,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,20,100.733,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,21,100.832,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,21,100.345,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,19,557.391,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,23,100.187,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,21,97.657,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,20,100.14,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,18,99.27,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,19,100.094,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,20,99.016,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,20,99.912,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,16,98.384,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,20,98.447,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,22,100.806,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,22,98.639,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,21,98.686,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,22,95.722,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,19,99.028,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,18,99.124,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,25,97.544,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,21,98.086,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,22,99.438,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,22,99.407,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,24,100.047,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,22,99.233,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,21,102.489,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,19,99.069,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,20,104.0,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,21,99.809,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,21,101.164,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,20,99.044,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,17,98.983,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,21,98.748,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,23,102.206,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,23,97.417,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,22,98.512,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,23,114.516,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,20,99.256,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,19,98.864,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,26,97.383,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,22,99.06,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,23,102.472,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,23,99.036,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,25,99.515,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,23,99.382,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,20,99.54,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,22,100.709,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,22,100.836,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,21,107.981,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,22,110.711,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,21,132.487,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,18,135.761,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,22,138.597,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,24,141.548,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,24,142.562,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,23,136.889,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,21,132.724,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,20,135.332,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,24,132.511,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,27,130.097,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,23,125.422,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,24,121.758,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,24,147.294,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,26,151.559,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,24,154.319,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,21,138.598,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,23,148.542,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,23,140.571,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,22,137.127,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,23,152.449,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,22,144.904,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,19,144.9,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,23,139.066,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,25,139.881,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,24,151.371,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,25,145.993,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,22,155.445,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,25,143.997,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,21,145.135,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,28,154.144,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,24,156.733,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,25,135.052,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,25,152.351,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,22,159.84,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,27,159.83,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,25,163.743,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,24,135.111,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,24,160.973,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 2,2,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,23,1,,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,1,,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,1,,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,1,,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,1,,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,1,,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,2,96.897,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,2,95.775,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,2,95.516,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,2,95.928,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,2,95.424,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,23,2,96.68,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,2,95.35,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,2,95.983,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,2,96.533,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,2,97.64,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,2,95.592,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,2,95.597,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,2,95.107,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,2,94.15,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,2,96.606,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,2,95.066,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,2,94.5,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,2,95.445,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,3,130.64,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,3,154.087,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,2,94.762,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,3,155.058,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,2,95.771,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,3,134.258,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,3,171.376,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,23,3,143.573,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,3,152.918,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,3,123.595,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,3,157.944,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,3,144.774,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,3,152.656,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,3,152.016,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,3,154.934,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,3,168.542,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,3,150.362,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,3,180.45,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,3,163.309,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,3,179.133,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,3,188.681,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,3,170.081,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,4,94.924,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,4,94.727,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,4,94.853,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,4,95.613,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,4,131.909,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,23,4,95.558,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,4,93.964,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,4,94.522,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,4,95.904,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,4,95.582,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,4,94.54,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,4,136.542,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,4,94.028,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,5,136.096,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,4,95.226,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,4,93.303,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,5,162.841,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,4,93.794,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,5,126.759,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,5,126.027,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,4,94.201,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,23,5,150.544,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,4,95.028,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,4,95.204,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,5,156.03,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,5,155.853,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,5,134.082,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,5,107.263,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,5,153.051,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,5,141.432,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,4,173.914,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,5,168.147,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,5,167.509,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,5,182.521,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,5,178.063,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,5,94.394,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,5,178.774,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,5,196.09,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,5,163.079,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,6,94.715,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,6,170.329,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,6,150.857,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,6,147.869,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,6,94.638,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,6,99.796,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,6,93.789,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,6,134.692,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,6,156.484,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,6,94.8,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,5,94.061,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,7,121.995,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,6,123.654,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,6,94.733,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,7,114.693,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,6,93.213,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,6,110.715,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,7,140.733,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,7,143.756,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,7,95.638,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,6,94.952,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,6,138.906,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,7,137.25,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,7,94.106,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,6,131.634,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,6,95.252,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,7,93.829,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,7,167.267,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,7,127.696,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,7,153.097,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,7,129.483,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,8,123.551,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,7,124.245,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,8,126.893,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,7,161.477,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,7,122.378,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,8,95.15,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,8,125.044,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,7,110.085,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,8,93.483,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,8,94.99,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,8,93.85,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,9,116.388,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,8,92.974,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,9,116.646,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,9,118.093,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,9,118.328,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,9,121.437,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,9,557.056,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,8,579.446,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,10,323.91,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,8,671.915,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,8,748.306,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,6,910.25,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,8,744.406,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,9,598.757,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,7,720.341,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,10,454.871,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,8,638.65,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,10,457.404,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,10,94.973,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,9,92.12,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,11,92.138,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,9,92.704,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,9,93.234,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,7,92.89,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,9,93.39,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,10,93.285,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,8,823.288,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,11,122.143,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,11,136.452,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,8,92.585,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,10,153.861,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,9,93.017,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,11,93.824,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,12,166.248,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,9,756.099,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,8,802.647,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,10,149.903,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,8,786.876,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,10,145.792,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,8,149.804,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,10,159.012,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,11,140.888,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,10,720.613,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,9,199.158,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,9,93.361,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,10,194.839,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
